Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
60000000,0,,29,50,5,7260,437,1,4,14,,1,0,6,5a9ed9b0,a0e12995,a1e14474,08a40877,25c83c98,,964d1fdd,5b392875,a73ee510,de89c3d2,59cd5ae7,8d98db20,8b216f7b,1adce6ef,78c64a1d,3ecdadf7,3486227d,1616f155,21ddcdc9,5840adea,2c277e62,,423fab69,54c91918,9b3e8820,e75c9ae9
60000001,0,27,17,45,28,2,28,27,29,28,1,1,,23,68fd1e64,960c983b,9fbfbfd5,38c11726,25c83c98,7e0ccccf,fe06fd10,062b5529,a73ee510,ca53fc84,67360210,895d8bbb,4f8e2224,f862f261,b4cc2435,4c0041e5,e5ba7672,b4abdd09,21ddcdc9,5840adea,36a7ab86,,32c7478e,85e4d73f,010f6491,ee63dd9b
60000002,0,1,1,19,7,1,3,1,7,7,1,1,,2,09ca0b81,8947f767,a87e61f7,c4ba2a67,25c83c98,7e0ccccf,ce6020cc,062b5529,a73ee510,b04d3cfe,70dcd184,899eb56b,aca22cf9,b28479f6,a473257f,88f592e4,d4bb7bd8,bd17c3da,1d04f4a4,a458ea53,82bdc0bb,,32c7478e,5bdcd9c4,010f6491,cca57dcc
60000003,0,4,1,,6,1051,134,4,35,72,1,1,,6,05db9164,532da141,a7ded28e,456b4d8c,25c83c98,fbad5c96,5f29da0e,0b153874,a73ee510,4b344a42,0ad37b4b,8ea37200,f9d99d81,cfef1c29,abd8f51e,9a9902d0,07c540c4,bdc06043,,,6dfd157c,ad3062eb,423fab69,ef089725,,
60000004,0,7,1,25,10,139,74,48,13,44,1,8,2,12,05db9164,207b2d81,2b280564,ad5ffc6b,25c83c98,7e0ccccf,103c17bc,0b153874,a73ee510,8e54038a,e6e0c2dc,2a064dba,e9332a03,07d13a8f,0c67c4ca,7d9b60c8,27c07bd6,395856b0,21ddcdc9,a458ea53,9c3eb598,ad3062eb,3a171ecb,c0b8dfd6,001f3601,7a2fb9af
60000005,0,8,11,38,9,316,25,8,11,10,1,1,,9,05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,7e0ccccf,bc252bd0,5b392875,a73ee510,ef5c0d3c,0bd0c3b3,d8c29807,c0e6befc,8ceecbc8,d2f03b75,c64d548f,e5ba7672,63cdbb21,cf99e5de,5840adea,5f957280,,55dd3565,1793a828,e8b83407,b7d9c3bc
60000006,0,2,1,,4,7,4,2,4,4,1,1,,4,05db9164,2ae0a573,c5d94b65,5cc8f91d,25c83c98,fe6b92e5,dfc6e241,5b392875,a73ee510,5fe250bc,3547565f,75c79158,12880350,ad1cc976,b046231a,208d4baf,07c540c4,3e340673,,,6a909d9a,,c3dc6cef,1f68c81f,,
60000007,0,,0,,,8906,541,2,2,78,,1,,,05db9164,d833535f,b00d1501,d16679b9,25c83c98,fe6b92e5,eb1a4bfa,0b153874,a73ee510,ef9be7c6,1b723d3c,e0d76380,2e072c0d,07d13a8f,943169c2,1203a270,07c540c4,281769c2,,,73d06dde,ad3062eb,3a171ecb,aee52b6f,,
60000008,0,,4,40,5,,,0,139,2,,0,,30,5a9ed9b0,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,af0809a5,64523cfa,7cc72ec2,3b08e48b,9e12e146,8fe001f4,025225f2,b28479f6,16d2748c,36103458,2005abd1,003d4f4f,,,e587c466,,be7c41b4,3b183c5c,,
60000009,0,8,0,1,36,457,81,70,14,774,1,5,,51,05db9164,b7ca2abd,ee96fc95,68ad052c,25c83c98,7e0ccccf,d2d741ca,0b153874,a73ee510,18139a78,ea4adb47,ce875433,05781932,64c94865,5f2d5a3a,5f92b84a,e5ba7672,4771e483,,,95b757a6,,423fab69,41be4766,,
60000010,0,,4,13,20,17700,,0,20,1,,0,,20,68fd1e64,08d6d899,9143c832,f56b7dd5,0942e0a7,7e0ccccf,e88f1cec,0b153874,a73ee510,3b08e48b,8f410860,ae1bb660,b8eec0b1,b28479f6,bffbd637,bad5ee18,776ce399,bbf70d82,,,0429f84b,,be7c41b4,c0d61a5c,,
60000011,0,,52,8,30,1572,56,5,30,134,,4,,30,68fd1e64,09e68b86,aa8c1539,85dd697c,25c83c98,fe6b92e5,c5919aca,0b153874,a73ee510,343ac6ed,8924112e,d8c29807,3cf672d1,8ceecbc8,d2f03b75,c64d548f,e5ba7672,63cdbb21,cf99e5de,5840adea,5f957280,ad3062eb,3a171ecb,1793a828,e8b83407,b7d9c3bc
60000012,0,,1,24,,124689,,,3,,,,,,87552397,31520db9,d1e7b5d9,5fd7e960,25c83c98,,93b19353,0b153874,7cc72ec2,3b08e48b,d2b7c44b,d8bf293a,68637c0d,64c94865,22d19b8c,8d422b7e,e5ba7672,30d1165e,21ddcdc9,5840adea,4a74c2f6,,32c7478e,471f55fb,010f6491,2c444dca
60000013,0,16,18,5203,8,0,0,4,49,10,0,1,,0,05db9164,9f7e1d07,0253bbf5,d6420627,4cf72387,,0db090eb,0b153874,a73ee510,3b08e48b,10e6a64f,31adfaee,38b5339a,07d13a8f,3e25e5f5,1621c7f4,e5ba7672,6a58e423,21ddcdc9,5840adea,bcc7a461,,32c7478e,3214afd4,ea9a246c,e7ecb821
60000014,0,,2,4,4,508,,0,16,17,,0,,4,5a9ed9b0,6e638bbc,74e1a23a,9a6888fb,384874ce,7e0ccccf,a24c8c8e,5b392875,a73ee510,2e8e8e87,41b3f655,fb8fab62,ce5114a2,07d13a8f,d4525f76,c6b1e1b2,1e88c74f,f6a2fc70,21ddcdc9,5840adea,99c09e97,,32c7478e,335a6a1e,9b3e8820,3055b376
60000015,0,,1503,,,25509,,,10,,,,,,68fd1e64,d833535f,ad4b77ff,d16679b9,25c83c98,fbad5c96,038685fb,37e4aa92,a73ee510,3b08e48b,ed04080f,a2f4e8b5,5579ddc3,b28479f6,a733d362,89052618,776ce399,281769c2,,,d4703ebd,,32c7478e,aee52b6f,,
60000016,0,1,18,2,8,0,0,1,9,8,1,1,,0,f473b8dc,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,f01779eb,0b153874,a73ee510,a1f4ff73,0f1fa8b8,e0d76380,e4e9ce3a,b28479f6,a733d362,1203a270,3486227d,281769c2,,,73d06dde,,32c7478e,aee52b6f,,
60000017,0,,3,,,36977,135,1,0,63,,1,0,,87552397,9adf4cf9,d0ba1c0b,4c942c6d,25c83c98,fbad5c96,77e91f62,0b153874,a73ee510,ca2f139a,7defe259,1727332f,11fa2c12,ad1cc976,778f5086,2c3ad7de,e5ba7672,76ae8aa6,,,565ebb25,8ec974f4,c3dc6cef,90b6276f,,
60000018,0,14,11,10,6,2,2,21,14,16,1,3,,2,87552397,38a947a1,e058fc3c,2192038e,25c83c98,7e0ccccf,6fa3c1a7,0b153874,a73ee510,5f50c86b,b8deab54,f7cbe917,efbb2435,b28479f6,79595843,0c6b4ad6,e5ba7672,4427594e,,,f6e3bd9c,,32c7478e,9e07eb4a,,
60000019,0,,3,20,19,32306,,0,22,22,,0,,22,05db9164,fc1fa80d,6ff38c9f,45e7b9c6,4cf72387,7e0ccccf,9f35dfeb,0b153874,a73ee510,f4233f25,723eb72b,902ac8b1,8a6ad3da,b28479f6,4ce39685,ff5a027e,e5ba7672,f68751cd,,,e27d6c43,c9d4222a,32c7478e,1793a828,,
60000020,0,0,37,10,5,5965,111,1,15,49,0,1,,5,05db9164,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,50631f06,0b153874,a73ee510,7259dc52,f25fe7e9,dfbb09fb,dd183b4c,1adce6ef,ae0c3875,84898b2a,d4bb7bd8,15a36060,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
